,comment
3383,It's nice
3384,Great
3385,Very nice Hotel.
3386,Just like home (the home stay feel)
3387,nan
3388,A great hotel of choice located on the hilly  top opposite UCC first gate..
3389,nan
3390,nan
3391,nan
3392,Loved there because of the serene
3393,Very good place
3394,Serene environment.. Staffs are cooperative
3395,nan
3396,Nice environment
3397,nan
3398,Serene environment
3399,nan
3400,nan
3401,nan
3402,Nice place ... Not easy to access..
3403,Nice place to log for festivals and programs. Rooms need a little touch
3404,nan
3405,nan
3406,Good
3407,nan
3408,nan
3409,nan
3410,Poor road network
3411,A nice hideout with serene environment which seeks to provide a home away from home
3412,still under construction but a good experience. nice place to be on holidays.
3413,nan
3414,"You would love it here,beautiful resort just besides the cape coast castle."
3415,Had fun. A nice environment
3416,nan
3417,nan
3418,nan
3419,nan
3420,nan
3421,nan
3422,nan
3423,"This was a nice place to stay. The room was nice and had a good view, but quite pricy at 650 GHS a night. The staff were ok although not overly friendly. They serve really good espresso coffee which is hard to find outside Accra."
3424,Good place for vacation. Its on tge beach. Service is not so good. Very good food but you need to have some more cash.
3425,"I really enjoyed my recent visit to this serene coastal retreat. Got to experience some real peace and quiet.

The serene oasis, where the sea and sky meet in an endless display of beauty, truly captivated my heart. I could spend the whole day just admiring the beautiful seaside.

Despite a few hiccups with customer service, my overall experience was nothing short of amazing. I do suggest that they respond faster to visitors' needs.

And the food? Whaaattt!! it was absolutely delicious, although it may be a bit on the pricey side.

But here's a pro tip - make sure to bring a friend with you if you want to capture some stunning photos of yourself! Trust me, the strangers around just can't seem to get the right angles. Don't risk going home with no good pictures of yourself - bring a friend and snap away!

Overall, I had a fantastic time and I’m very eager to go back for more!"
3426,nan
3427,nan
3428,Great place to visit
3429,nan
3430,nan
3431,nan
3432,nan
3433,nan
3434,nan
3435,nan
3436,nan
3437,nan
3438,"We had a room with six beds which was fine. The toilets and showers were unfortunately outside for us. About the food, the Margherita pizza is amazing (no sweet dough) !! Cape coast castle is on walking distance."
3439,"Nice environment, good food, natural sea breeze.i love it"
3440,"bring some money ! the menu food and drinks are pricey ! other than that , it was wonderful lol"
3441,Really great place with great 🍕
3442,nan
3443,Nice beach full of fun
3444,nan
3445,nan
3446,"Please provide glass cup for beers. Drinking beer in plastic cups is terrible, and generates too much waste."
3447,nan
3448,nan
3449,nan
3450,Nice beach
3451,Good food but accommodation is not exciting
3452,Fantastic place
3453,nan
3454,nan
3455,nan
3456,Ça vaut le déplacement. Tout est presque parfait.
3457,"/!\ Malgré un bon séjour, j'ai décidé de mettre 3 étoiles pour ceci :

Nous avions réservé une chambre à 600ghs la nuit via un interlocuteur whatsapp. Arrivé sur place, nous découvrons que le prix de la chambre a augmenté, passant à 650ghs. Après explications il s'avère que c'est une erreur de la personne avec qui nous avons discuté, qui nous aurait envoyé les anciens tarifs. Donc ce n'est pas de notre faute... Et pourtant nous en avons payé les conséquences. Car au final nous avons dû payer le surplus. Aucune réduction n'a été proposé de leur part, ni même un cocktail de bienvenu ou autre afin de s'excuser de l'erreur ou de la gêne occasionnée... Alors oui, je ne suis pas à 50ghs près, mais la méthode est discutable. Je ne trouve pas cela correct d'être mis devant le fait accompli après 4h30 de route et de voir que la direction de l'hôtel n'assume pas son erreur. Dommage.

Pour le reste :

- idéalement placé, à 2 pas du CAPE COAST Castle, et accès directement à la plage. PLAGE ET OCEAN PROPRE (attention au courant qui est fort)
- chambre spacieuse et propre (ne pas être regardant sur les finitions mais ça fait largement l'affaire)
- personnel accueillant, arrangeant, agréable et discret
- nourriture excellente et choix varié
- parking privé et safe

Nous avons passé un agréable séjour malgré le désagrément cité plus haut."
3458,nan
3459,"We love the food, the atmosphere, the owners beautiful plants. Highly recommend."
3460,"Wir hatten ein Vierbett-Chalet mit relativ großem Badezimmer: Heißwasser und Regendusche.
Das Restaurant bietet gute Pizza und langsamen Service. Die Musik ist unangenehm laut (im Restaurant und an der Strandbar). Wenn man Getränke am Strand bestellt, dann ist die Wahrscheinlichkeit hoch, dass das überhaupt nicht kommt.
Vor Ort gibt es eine Billardplatte, aber keine Queues und Bälle. Wir konnten Tischtennis und Beachvolleyball spielen. Vor dem Hotel gibt es einen Basketballplatz.

Die Location ist optimal: direkte Nähe zum Meer und zum Cape Coast Castle. Bei der Rezeption kann man sich einen Taxifahrer buchen, der einen in den Kakum-Nationalpark bringt und dort auch wartet (450 Cedi haben wird gezahlt)."
3461,Eye saw
3462,nan
3463,nan
3464,"New, Clean and quiet Hotel with good room service.
Breakfast ist served with Real Coffee (Nespresso)
Bashiru (Manager) ist very polite and works hard for customer needs.
We really enjoyed our stay for 6 nights
Recommended place in Hohoe, but No Restaurant nearby"
3465,It's a cool place to spend your weekend
3466,"Best hotel in the town, completely new!"
3467,I am so disapointed about this hôtel.
3468,A nice place to go and relax your mind
3469,nan
3470,nan
3471,"The rooms are spacious, quite comfortable and serene. Given their prices, it's a good bargain."
3472,nan
3473,nan
3474,Nice place to be
3475,nan
3476,nan
3477,Ok
3478,Very nice
3479,"Morden, clean rooms with hot showers for an absolutely low price. They even have a generator just in case the power goes out"
3480,nan
3481,Nice place
3482,nan
3483,It was great been here. Nice room's
3484,"One of the small but good guest houses in the Hohoe municipality. It is very close to the Matvin hotel. The outer may not give you any indication of the good interior. The bed and breakfast place has about 10 rooms with water heaters and TV. Parking space would however be a problem if all guest turn up with cars that need to be packed in the premises. The street in front of the guest can be described as an artists impression of ocean waves carved on the ground. In all, I will return to this guest house anytime I am in Hohoe."
3485,Love the place
3486,El mejor sitio del todos
3487,nan
3488,nan
3489,Relaxation place
3490,nan
3491,Best in town
3492,nan
3493,nan
3494,nan
3495,nan
3496,nan
3497,Nice place
3498,Best guesthouse in Hohoe. Excellent clean rooms with good showers and nice breakfast. Airconditioners working perfectly and good hospitality by very friendly staff
3499,Very nice place with good facilities
3500,nan
3501,nan
3502,nan
3503,nan
3504,nan
3505,nan
3506,The place is very good for resting.
3507,nan
3508,nan
3509,nan
3510,nan
3511,nan
3512,nan
3513,I love this place 👍
3514,nan
3515,Great ambience great food.
3516,Great place for a breakfast stop on our cycling trip. Thanks to Evelyn for her welcoming and useful informations about the area.
3517,nan
3518,nan
3519,nan
3520,THE BEST PLACE TO SPEND YOUR HOLIDAY'S AND VACATION. YOU CAN ALSO HAVE YOUR BIRTHDAY PARTY AND WEEDING AS WELL.
3521,"Good location
Service very bad
Rooms bad and no clean"
3522,"Very respectful Staff who will give you anything you want. Eugene was surely very friendly and accommodating. This is a one stop destination for your get aways if you don’t wanna be far away from Accra. You get to swim in their beautiful ocean as well as enjoy the cruise of your lifetime. Make sure you try their food it’s one of the best on the island, though I think their menu must have a lot of varieties to choose from. You will love this place."
3523,nan
3524,"Příjemné posezení u řeky Volty v krásné rezervaci Ada Foah. Obsluha pomalá, ale to je tady běžné, jídlo chutné. Při odchodu si napočítali 100 cedi/170 Kč/na osobu za vstup do bazénu. Bohužel na velmi málo místech si zde dáte dobrou kávu, většinou vám donesou sáček Nescafé a horkou vodu."
3525,Hotel is great. Service personnel has seen better days
3526,nan
3527,nan
3528,nan
3529,nan
3530,"the location is absolutely amazing, overlooking the river onto the private island, fantastic!!! Nice pool and garden. But the room quality does not justify the high room rates.  Poor maintenance throughout the whole buildings and outside.  The atmosphere at night is terrible, totally destroyed by the bright cold white spot lights, absolutely tasteless. The food was delicious, the chef Mr. Brown is amazing! Breakfast is huge portioned. Prices for drinks overpriced though. The service and waiters are totally overstrained and lack professionalism, attention and speed, but overall polite and friendly. I stayed for 5 nights and had only 1 time room cleaning during my stay.  Overall average hotel quality, too expensive for what you get."
